10,1,0.292671937
22,1,0.433963694
36,1,0.558631136
42,1,0.011783116
43,1,0.533141843
51,1,0.14066705
4,2,0.356796345
7,2,0.666438085
19,2,0.09526025
32,2,0.080795274
42,2,0.065265864
71,2,0.69043064
77,2,0.096377206
87,2,0.00560848
13,3,0.880008547
21,3,0.15540494
26,3,0.185485821
34,3,0.4491669
46,3,0.091152234
48,3,0.066391799
51,3,0.014748936
58,3,0.878213555
67,3,0.515870676
78,3,0.030237689
88,3,0.242550468
89,3,0.130595897
94,3,0.107801261
2,4,0.356796345
13,4,0.347231938
47,4,0.254849307
49,4,0.387768055
59,4,0.136434215
76,4,0.384183405
78,4,0.402456813
95,4,0.365506496
98,4,0.44959423
10,5,0.095637826
23,5,0.023715671
36,5,0.593356012
63,5,0.175158174
67,5,0.171481381
72,5,0.278430819
81,5,0.252001794
93,5,0.010674419
96,5,0.338875255
98,5,0.467782115
11,6,0.168563211
13,6,0.649717802
24,6,0.103157204
29,6,0.200385486
35,6,0.524393744
38,6,0.21613822
45,6,0.025207455
48,6,0.032585246
59,6,0.047940223
60,6,0.007628824
68,6,0.144374996
79,6,0.323128183
80,6,0.259366344
99,6,0.394660376
2,7,0.666438085
11,7,0.267831556
18,7,0.07377457
22,7,0.205658712
23,7,0.875072023
39,7,0.168618751
55,7,0.124815309
74,7,0.260892682
93,7,0.433235223
94,7,0.016595953
95,7,0.072356175
97,7,0.117700713
10,8,0.274449146
13,8,0.247951555
67,8,0.251129777
86,8,0.271382381
90,8,0.13463272
94,8,0.181368554
96,8,0.323229378
14,9,0.270528995
20,9,0.159777053
24,9,0.140174959
27,9,0.229312442
66,9,0.029291942
90,9,0.146999055
1,10,0.292671937
5,10,0.095637826
8,10,0.274449146
13,10,0.27295478
15,10,0.25964728
18,10,0.076616632
30,10,0.12438778
43,10,0.365479168
47,10,0.480129461
54,10,0.394286051
63,10,0.019376282
67,10,0.537034457
6,11,0.168563211
7,11,0.267831556
17,11,0.304734959
29,11,0.483624929
30,11,0.226127843
64,11,0.076326611
65,11,0.157803884
72,11,0.391874634
35,12,0.038844426
47,12,0.15654913
56,12,0.328330932
69,12,0.302755831
81,12,0.742172745
85,12,0.023743307
97,12,0.007188094
100,12,0.083430356
3,13,0.880008547
4,13,0.347231938
6,13,0.649717802
8,13,0.247951555
10,13,0.27295478
16,13,0.048884719
22,13,0.311347329
43,13,0.279390929
51,13,0.028173659
52,13,0.098709865
53,13,0.415254207
71,13,0.561762058
73,13,0.022157609
100,13,0.362187047
9,14,0.270528995
17,14,0.886010839
18,14,0.294605005
19,14,0.141290738
24,14,0.082724622
37,14,0.240369635
42,14,0.102912856
50,14,0.236994466
63,14,0.125164241
72,14,0.540754806
80,14,0.166584716
85,14,0.126298857
10,15,0.25964728
46,15,0.518075479
62,15,0.394718411
63,15,0.444976168
81,15,0.617637897
82,15,0.012393454
95,15,0.017665622
13,16,0.048884719
19,16,0.330610049
26,16,0.045377876
27,16,0.322075712
31,16,0.173255495
56,16,0.225098368
66,16,0.345980228
70,16,0.409106742
83,16,0.221625149
93,16,0.007912299
100,16,0.029428128
11,17,0.304734959
14,17,0.886010839
18,17,0.029161953
23,17,0.25226369
39,17,0.157131023
59,17,0.016442638
67,17,0.247950524
81,17,0.236491159
7,18,0.07377457
10,18,0.076616632
14,18,0.294605005
17,18,0.029161953
22,18,0.138454791
33,18,0.518041722
34,18,0.097025303
68,18,0.040588459
69,18,0.082089428
75,18,0.321539536
84,18,0.387631422
89,18,0.440262335
91,18,0.039882331
2,19,0.09526025
14,19,0.141290738
16,19,0.330610049
22,19,0.159669155
40,19,0.156143697
44,19,0.355860591
71,19,0.041101124
94,19,0.253012126
96,19,0.18312822
99,19,0.029827603
9,20,0.159777053
44,20,0.436931876
50,20,0.23063388
51,20,0.38442736
89,20,0.454564144
3,21,0.15540494
23,21,0.543132613
24,21,0.557893805
41,21,0.23522963
79,21,0.045737498
80,21,0.499006295
99,21,0.301924911
1,22,0.433963694
7,22,0.205658712
13,22,0.311347329
18,22,0.138454791
19,22,0.159669155
27,22,0.048007352
33,22,0.240740332
56,22,0.1769923
74,22,0.556190361
76,22,0.179466436
100,22,0.239151215
5,23,0.023715671
7,23,0.875072023
17,23,0.25226369
21,23,0.543132613
37,23,0.191754646
42,23,0.322507569
52,23,0.255458652
73,23,0.167880647
94,23,0.100343294
96,23,0.457953225
100,23,0.298784835
6,24,0.103157204
9,24,0.140174959
14,24,0.082724622
21,24,0.557893805
33,24,0.032320547
36,24,0.071537456
64,24,0.366881456
78,24,0.064776298
81,24,0.202654161
92,24,0.188913949
43,25,0.065628449
47,25,0.2511438
51,25,0.418331268
53,25,0.492160203
63,25,0.402107504
82,25,0.333554035
91,25,0.327307218
3,26,0.185485821
16,26,0.045377876
32,26,0.157568982
36,26,0.048706769
38,26,0.233321241
53,26,0.411834376
58,26,0.048931148
71,26,0.183467665
90,26,0.01158061
91,26,0.505872878
99,26,0.142490908
9,27,0.229312442
16,27,0.322075712
22,27,0.048007352
34,27,0.369180033
39,27,0.148840289
43,27,0.680797111
68,27,0.223329133
50,28,0.193589033
78,28,0.160947493
87,28,0.198411054
6,29,0.200385486
11,29,0.483624929
32,29,0.274267176
36,29,0.070814419
38,29,0.192740494
